Name,contract_years,salary,AAV,minor league,catcher,date,new_team,former_team,Age,WAR3,Yrs,career_games,stayed_same_team,G,PA,HR,R,RBI,SB,BB%,K%,AVG,OBP,SLG,GDP,CS,H,OPS,PlayerId,MLBAMID,G_2,PA_2,HR_2,R_2,RBI_2,SB_2,BB%_2,K%_2,AVG_2,OBP_2,SLG_2,GDP_2,CS_2,H_2,OPS_2,G_3,PA_3,HR_3,R_3,RBI_3,SB_3,BB%_3,K%_3,AVG_3,OBP_3,SLG_3,GDP_3,CS_3,H_3,OPS_3
Jorge Soler,3,36,12,0,0,2022,MIA,ATL,30,3.6,8,661,0,149,602,27,74,70,0,0.111295681,0.235880398,0.222868217,0.316498316,0.432170542,12,0,115,0.748668858,14221,624585,162,679,48,95,117,3,0.107511045,0.26215022,0.264855687,0.353550295,0.568760611,16,1,156,0.922310906,162,679,48,95,117,3,0.107511045,0.26215022,0.264855687,0.353550295,0.568760611,16,1,156,0.922310906
Mitch Haniger,3,43.5,14.5,0,0,2023,SFG,SEA,32,4.4,6,564,0,57,247,11,31,34,0,0.080971659,0.263157894,0.245535714,0.307692307,0.428571428,7,0,55,0.736263735,14274,571745,157,691,39,110,100,1,0.078147612,0.244573082,0.253225806,0.31837916,0.48548387,12,0,157,0.80386303,63,283,15,46,32,4,0.106007067,0.286219081,0.219512195,0.314487632,0.463414634,3,0,54,0.777902266
Wilmer Difo,1,0.72,0.72,1,0,2023,NYY,ARI,31,-0.6,8,492,0,3,6,0,0,0,0,0,0.166666666,0,0,0,0,0,0,0,14320,594694,116,240,4,25,24,1,0.083333333,0.225,0.269406392,0.329166666,0.383561643,2,0,59,0.712728309,43,144,2,15,8,0,0.083333333,0.201388888,0.251908396,0.314685314,0.312977099,2,1,33,0.627662413
Pedro Severino,1,0.72,0.72,1,1,2023,SDP,MIL,29,1.9,8,370,0,8,21,0,0,1,0,0.142857142,0.333333333,0.222222222,0.333333333,0.333333333,0,0,4,0.666666666,14523,600474,113,419,11,32,46,0,0.081145584,0.260143198,0.248021108,0.307875894,0.382585751,9,0,94,0.690461645,96,341,13,37,44,3,0.085043988,0.214076246,0.249180327,0.320588235,0.419672131,5,1,76,0.740260366
Pedro Severino,1,1.9,1.9,0,1,2022,MIL,BAL,28,3,7,362,0,113,419,11,32,46,0,0.081145584,0.260143198,0.248021108,0.307875894,0.382585751,9,0,94,0.690461645,14523,600474,96,341,13,37,44,3,0.085043988,0.214076246,0.249180327,0.320588235,0.419672131,5,1,76,0.740260366,96,341,13,37,44,3,0.085043988,0.214076246,0.249180327,0.320588235,0.419672131,5,1,76,0.740260366
Franmil Reyes,1,2,2,0,0,2023,KCR,CHC,27,1.1,5,529,0,118,473,14,43,47,2,0.063424947,0.33192389,0.221461187,0.272727272,0.365296803,12,1,97,0.638024075,14566,614177,115,466,30,57,85,4,0.092274678,0.319742489,0.253588516,0.324034334,0.5215311,13,1,106,0.845565434,150,548,37,69,81,0,0.085766423,0.284671532,0.248987854,0.310218978,0.512145748,15,0,123,0.822364726
Brett Phillips,1,0.72,0.72,1,0,2024,CHW,LAA,30,2.1,7,393,0,40,71,3,9,6,3,0.112676056,0.507042253,0.174603174,0.267605633,0.333333333,0,1,11,0.600938966,14735,621433,83,225,5,22,15,7,0.071111111,0.417777777,0.144278606,0.21719457,0.248756218,0,0,29,0.465950788,119,292,13,50,44,14,0.113013698,0.386986301,0.205533596,0.3,0.42687747,3,3,52,0.72687747
Yu Chang,1,0.72,0.72,1,0,2023,BOS,BOS,27,0.6,4,196,1,69,190,4,19,15,0,0.084210526,0.310526315,0.208333333,0.289473684,0.31547619,5,1,35,0.604949874,14773,644374,89,251,9,32,39,1,0.043824701,0.274900398,0.227848101,0.26693227,0.426160337,4,0,54,0.693092607,28,84,1,8,6,0,0.13095238,0.261904761,0.178082191,0.285714285,0.273972602,4,0,13,0.559686887
Luke Voit,1,2,2,0,0,2023,MIL,WSN,32,2.6,6,486,0,135,568,22,55,69,1,0.096830985,0.315140845,0.226,0.308098591,0.402,9,1,113,0.710098591,14811,572228,68,241,11,26,35,0,0.087136929,0.307053941,0.239436619,0.327800829,0.436619718,12,0,51,0.764420547,118,510,21,72,62,0,0.139215686,0.278431372,0.263403263,0.378431372,0.463869463,12,0,113,0.842300835
Pat Valaika,1,0.72,0.72,1,0,2022,ATL,BAL,29,-1.9,6,373,0,91,281,5,17,25,1,0.056939501,0.270462633,0.2007722,0.25,0.289575289,4,1,52,0.539575289,14885,642162,40,86,1,11,4,0,0.081395348,0.395348837,0.189873417,0.255813953,0.316455696,1,0,15,0.572269649,40,86,1,11,4,0,0.081395348,0.395348837,0.189873417,0.255813953,0.316455696,1,0,15,0.572269649
Tony Kemp,1,0.72,0.72,1,0,2024,CIN,OAK,32,3.6,8,734,0,124,419,5,42,27,15,0.105011933,0.095465393,0.208913649,0.303398058,0.303621169,9,4,75,0.607019227,14894,643393,147,558,7,61,46,11,0.080645161,0.123655913,0.235412474,0.307414104,0.334004024,5,1,117,0.641418128,131,397,8,54,37,8,0.130982367,0.128463476,0.278787878,0.381679389,0.418181818,2,2,92,0.799861207
Johan Camargo,1,0.72,0.72,0,0,2023,KCR,PHI,29,-0.2,6,416,0,52,166,3,8,15,0,0.078313253,0.222891566,0.236842105,0.296969696,0.315789473,1,0,36,0.612759169,14950,622666,15,18,0,1,0,0,0.111111111,0.333333333,0,0.111111111,0,0,0,0,0.111111111,98,248,7,31,32,1,0.06048387,0.173387096,0.23275862,0.279352226,0.383620689,5,0,54,0.662972915
Johan Camargo,1,1.4,1.4,0,0,2022,PHI,ATL,28,-1.1,5,364,0,15,18,0,1,0,0,0.111111111,0.333333333,0,0.111111111,0,0,0,0,0.111111111,14950,622666,98,248,7,31,32,1,0.06048387,0.173387096,0.23275862,0.279352226,0.383620689,5,0,54,0.662972915,98,248,7,31,32,1,0.06048387,0.173387096,0.23275862,0.279352226,0.383620689,5,0,54,0.662972915
Victor Caratini,2,12,6,0,1,2024,HOU,MIL,30,1.1,7,519,0,62,226,7,23,25,1,0.084070796,0.199115044,0.258706467,0.327433628,0.383084577,8,1,52,0.710518205,14968,605170,96,314,9,26,34,0,0.098726114,0.213375796,0.198529411,0.300319488,0.341911764,11,0,54,0.642231252,116,356,7,33,39,2,0.098314606,0.230337078,0.22683706,0.308988764,0.322683706,13,0,71,0.63167247
Adam Engel,1,1,1,0,0,2023,SDP,CHW,31,2.2,6,523,0,119,260,2,32,17,12,0.042307692,0.292307692,0.224489795,0.269230769,0.310204081,2,4,55,0.57943485,15082,641553,39,140,7,21,18,7,0.078571428,0.221428571,0.25203252,0.335714285,0.495934959,4,1,31,0.831649244,89,248,6,26,26,3,0.056451612,0.314516129,0.242290748,0.303643724,0.383259911,5,3,55,0.686903635
Jonathan Davis,1,0.72,0.72,1,0,2024,MIA,MIA,32,-0.5,6,205,1,34,104,2,22,10,1,0.067307692,0.278846153,0.244444444,0.306930693,0.377777777,1,2,22,0.68470847,15104,641505,37,91,0,9,4,7,0.153846153,0.285714285,0.22368421,0.344444444,0.236842105,1,1,17,0.581286549,64,103,1,20,4,4,0.116504854,0.252427184,0.126436781,0.252427184,0.172413793,1,1,11,0.424840977
Mitch Garver,2,24,12,0,1,2024,SEA,TEX,33,4.5,7,450,0,87,344,19,45,50,0,0.127906976,0.238372093,0.27027027,0.37026239,0.5,6,0,80,0.87026239,15161,641598,54,215,10,23,24,1,0.106976744,0.246511627,0.207446808,0.297674418,0.404255319,3,1,39,0.701929737,68,243,13,29,34,1,0.127572016,0.292181069,0.256038647,0.358024691,0.516908212,4,1,53,0.874932903
Tim Anderson,1,5,5,0,0,2024,MIA,CHW,31,4.1,8,895,0,123,524,1,52,25,13,0.04961832,0.232824427,0.245436105,0.286259541,0.296146044,15,2,121,0.582405585,15172,641313,79,351,6,50,25,13,0.039886039,0.156695156,0.301204819,0.339031339,0.394578313,10,0,100,0.733609652,123,551,17,94,61,18,0.039927404,0.215970961,0.309297912,0.337568058,0.468690702,5,7,163,0.80625876
Chad Pinder,1,0.72,0.72,1,0,2023,CIN,OAK,31,-0.5,7,553,0,111,379,12,38,42,2,0.036939313,0.311345646,0.235457063,0.262599469,0.385041551,10,0,85,0.64764102,15191,640461,75,233,6,30,27,1,0.068669527,0.26609442,0.242990654,0.300429184,0.411214953,6,0,52,0.711644137,124,370,13,45,47,0,0.054054054,0.237837837,0.240469208,0.289972899,0.416422287,11,1,82,0.706395186
Adam Frazier,1,4.5,4.5,0,0,2024,KCR,BAL,32,6.4,8,962,0,141,455,13,59,60,11,0.07032967,0.149450549,0.240291262,0.3,0.395631067,4,4,99,0.695631067,15223,624428,156,602,3,61,42,11,0.07641196,0.121262458,0.238447319,0.301003344,0.310536044,15,6,129,0.611539388,155,639,5,83,43,10,0.07511737,0.10798122,0.305025996,0.367924528,0.410745233,10,5,176,0.778669761
Adam Frazier,1,8,8,0,0,2023,BAL,SEA,31,5.5,7,821,0,156,602,3,61,42,11,0.07641196,0.121262458,0.238447319,0.301003344,0.310536044,15,6,129,0.611539388,15223,624428,155,639,5,83,43,10,0.07511737,0.10798122,0.305025996,0.367924528,0.410745233,10,5,176,0.778669761,152,608,10,80,50,5,0.065789473,0.123355263,0.277978339,0.336092715,0.416967509,6,5,154,0.753060224
Garrett Cooper,1,1.5,1.5,0,0,2024,CHC,SDP,33,2,7,481,0,123,457,17,42,61,0,0.067833698,0.288840262,0.251184834,0.304157549,0.419431279,15,0,106,0.723588828,15279,643265,119,469,9,37,50,0,0.085287846,0.253731343,0.260869565,0.336886993,0.415458937,6,0,108,0.75234593,71,250,9,30,33,1,0.12,0.272,0.28372093,0.38,0.465116279,6,1,61,0.845116279
Kris Bryant,7,182,26,0,0,2022,COL,SFG,30,8.3,7,884,0,144,586,25,86,73,10,0.105802047,0.230375426,0.265107212,0.35324232,0.481481481,9,2,136,0.834723801,15429,592178,147,634,31,108,77,4,0.116719242,0.228706624,0.281767955,0.38170347,0.521178637,10,0,153,0.902882107,147,634,31,108,77,4,0.116719242,0.228706624,0.281767955,0.38170347,0.521178637,10,0,153,0.902882107
Hunter Renfroe,2,13,6.5,0,0,2024,KCR,CIN,32,4.4,8,841,0,140,548,20,60,60,0,0.08029197,0.228102189,0.232931726,0.297445255,0.41566265,15,0,116,0.713107905,15464,592669,125,522,29,62,72,1,0.074712643,0.231800766,0.255274261,0.315384615,0.491561181,11,1,121,0.806945796,144,572,31,89,96,1,0.076923076,0.227272727,0.259117082,0.314685314,0.500959692,6,2,135,0.815645006
Victor Reyes,1,0.72,0.72,1,0,2023,CHW,DET,28,0.7,5,394,0,92,336,3,27,34,2,0.038690476,0.229166666,0.253968253,0.288690476,0.361904761,7,2,80,0.650595237,15487,622682,76,220,5,26,22,5,0.036363636,0.25,0.258373205,0.284403669,0.416267942,2,1,54,0.700671611,69,292,3,29,25,9,0.047945205,0.219178082,0.304347826,0.335616438,0.43115942,5,3,84,0.766775858
Amed Rosario,1,1.5,1.5,0,0,2024,TBR,LAD,28,6.7,7,839,0,142,545,6,70,58,15,0.053211009,0.181651376,0.262745098,0.304587155,0.378431372,15,2,134,0.683018527,15518,642708,153,670,11,86,71,18,0.037313432,0.165671641,0.282574568,0.311940298,0.403453689,19,4,180,0.715393987,141,588,11,77,57,13,0.052721088,0.204081632,0.281818181,0.321428571,0.409090909,12,0,155,0.73051948
Aaron Judge,9,360,40,0,0,2023,NYY,NYY,31,17.7,7,729,1,157,696,62,133,131,16,0.159482758,0.251436781,0.310526315,0.424855491,0.685964912,14,3,177,1.110820403,15640,592450,148,633,39,89,98,6,0.118483412,0.249605055,0.287272727,0.372827804,0.543636363,16,1,158,0.916464167,102,447,27,75,55,3,0.143176733,0.315436241,0.272486772,0.381165919,0.539682539,11,2,103,0.920848458
Dominic Smith,1,0.72,0.72,1,0,2024,CHC,WSN,29,-0.2,7,600,0,153,586,12,57,46,1,0.080204778,0.155290102,0.254269449,0.325938566,0.366223908,12,1,134,0.692162474,15653,642086,58,152,0,11,17,0,0.078947368,0.243421052,0.19402985,0.276315789,0.283582089,0,0,26,0.559897878,145,493,11,43,58,2,0.064908722,0.227180527,0.244394618,0.304259634,0.363228699,13,1,109,0.667488333
Dominic Smith,1,2,2,0,0,2023,WSN,NYM,28,0.9,6,447,0,58,152,0,11,17,0,0.078947368,0.243421052,0.19402985,0.276315789,0.283582089,0,0,26,0.559897878,15653,642086,145,493,11,43,58,2,0.064908722,0.227180527,0.244394618,0.304259634,0.363228699,13,1,109,0.667488333,89,197,11,35,25,1,0.0964467,0.223350253,0.282485875,0.355329949,0.525423728,5,2,50,0.880753677
Jose Abreu,3,58.5,19.5,0,0,2023,HOU,CHW,36,10.2,9,1270,0,157,679,15,85,75,0,0.091310751,0.162002945,0.304492512,0.37849779,0.44592346,19,0,183,0.82442125,15676,547989,152,659,30,86,117,1,0.092564491,0.216995447,0.261484098,0.350531107,0.480565371,28,0,148,0.831096478,159,693,33,85,123,2,0.051948051,0.219336219,0.283911671,0.33044733,0.503154574,24,2,180,0.833601904
Rowdy Tellez,1,3.2,3.2,0,0,2024,PIT,MIL,29,-0.4,6,533,0,106,351,13,26,47,0,0.099715099,0.245014245,0.215434083,0.29059829,0.376205787,11,0,67,0.666804077,15679,642133,153,599,35,67,89,2,0.103505843,0.202003338,0.219281663,0.305509181,0.461247637,20,1,116,0.766756818,106,325,11,34,36,0,0.07076923,0.2,0.242424242,0.304615384,0.414141414,6,0,72,0.718756798
Aledmys Diaz,2,14.5,7.25,0,0,2023,OAK,HOU,32,2.7,7,582,0,92,327,12,35,38,1,0.055045871,0.16207951,0.24262295,0.287461773,0.403278688,7,1,74,0.690740461,15937,649557,84,319,8,28,45,0,0.050156739,0.194357366,0.258503401,0.31661442,0.404761904,7,1,76,0.721376324,69,247,9,36,40,2,0.105263157,0.113360323,0.271428571,0.356275303,0.466666666,10,0,57,0.822941969
Kean Wong,1,0.72,0.72,1,0,2022,LAA,LAA,27,-0.6,2,39,1,32,66,0,3,6,0,0.03030303,0.257575757,0.166666666,0.193548387,0.233333333,0,1,10,0.42688172,15994,642221,7,18,0,2,0,0,0,0.333333333,0.166666666,0.166666666,0.166666666,0,1,3,0.333333332,7,18,0,2,0,0,0,0.333333333,0.166666666,0.166666666,0.166666666,0,1,3,0.333333332
Cody Bellinger,3,80,26.66666667,0,0,2024,CHC,CHC,28,4.1,7,875,1,130,556,26,95,97,20,0.071942446,0.15647482,0.306613226,0.356115107,0.5250501,7,6,153,0.881165207,15998,641355,144,550,19,70,68,14,0.069090909,0.272727272,0.21031746,0.265454545,0.388888888,7,3,106,0.654343433,95,350,10,39,36,3,0.088571428,0.268571428,0.165079365,0.24,0.301587301,2,1,52,0.541587301
Cody Bellinger,1,17.5,17.5,0,0,2023,CHC,LAD,27,1.3,6,745,0,144,550,19,70,68,14,0.069090909,0.272727272,0.21031746,0.265454545,0.388888888,7,3,106,0.654343433,15998,641355,95,350,10,39,36,3,0.088571428,0.268571428,0.165079365,0.24,0.301587301,2,1,52,0.541587301,156,660,47,121,115,15,0.143939393,0.163636363,0.304659498,0.406060606,0.629032258,10,5,170,1.035092864
Mark Payton,1,0.72,0.72,1,0,2023,CHW,CHW,31,-0.6,3,40,1,8,25,0,3,1,0,0.16,0.16,0.142857142,0.28,0.142857142,0,0,3,0.422857142,16042,592622,24,24,0,2,0,0,0.083333333,0.291666666,0.181818181,0.25,0.181818181,0,0,4,0.431818181,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bradley Zimmer,1,0.72,0.72,0,0,2023,LAD,TOR,30,1.5,6,372,0,109,117,2,18,5,3,0.042735042,0.384615384,0.123809523,0.206896551,0.228571428,0,2,13,0.435467979,16221,605548,99,348,8,44,35,15,0.086206896,0.350574712,0.227424749,0.324712643,0.344481605,3,3,68,0.669194248,9,14,0,1,0,0,0.071428571,0.5,0,0.071428571,0,0,0,0,0.071428571
Trea Turner,11,300,27.27272727,0,0,2023,PHI,LAD,30,14.4,8,849,0,160,708,21,101,100,27,0.063559322,0.185028248,0.297546012,0.342776203,0.466257668,9,3,194,0.809033871,16252,607208,148,646,28,107,77,32,0.063467492,0.170278637,0.327731092,0.374613003,0.536134453,18,5,195,0.910747456,122,569,19,96,57,35,0.075571177,0.198594024,0.297504798,0.353251318,0.497120921,10,5,155,0.850372239
Michael Hermosillo,1,0.707,0.707,0,0,2022,CHC,CHC,27,0.1,4,72,1,16,38,3,5,7,0,0.026315789,0.315789473,0.194444444,0.236842105,0.5,3,0,7,0.736842105,16285,641684,18,46,0,7,3,2,0.108695652,0.413043478,0.138888888,0.304347826,0.222222222,1,0,5,0.526570048,18,46,0,7,3,2,0.108695652,0.413043478,0.138888888,0.304347826,0.222222222,1,0,5,0.526570048
Francisco Mejia,1,0.72,0.72,1,1,2024,TBR,TBR,28,2.1,7,355,1,50,160,5,22,19,0,0.0375,0.2375,0.226666666,0.257861635,0.4,2,1,34,0.657861635,16403,642336,93,299,6,32,31,0,0.023411371,0.217391304,0.242214532,0.264214046,0.380622837,6,0,70,0.644836883,84,277,6,31,35,0,0.061371841,0.176895306,0.26,0.322463768,0.416,4,0,65,0.738463768
Kyle Schwarber,4,79,19.75,0,0,2022,PHI,BOS,29,5.6,7,664,0,113,471,32,76,71,1,0.135881104,0.269639065,0.26566416,0.373673036,0.553884711,4,1,106,0.927557747,16478,656941,155,610,38,82,92,2,0.114754098,0.255737704,0.24952741,0.339344262,0.531190926,6,3,132,0.870535188,155,610,38,82,92,2,0.114754098,0.255737704,0.24952741,0.339344262,0.531190926,6,3,132,0.870535188
Matt Chapman,3,54,18,0,0,2024,SFG,TOR,31,11.5,7,868,0,140,581,17,66,54,4,0.106712564,0.283993115,0.239685658,0.330464716,0.424361493,4,2,122,0.754826209,16505,656305,155,621,27,83,76,2,0.109500805,0.273752012,0.228624535,0.323671497,0.433085501,7,2,123,0.756756998,151,622,27,75,72,3,0.128617363,0.324758842,0.209829867,0.313504823,0.402646502,6,2,111,0.716151325
Isiah Kiner-Falefa,2,15,7.5,0,0,2024,TOR,NYY,29,6.5,6,647,0,115,361,6,39,37,14,0.077562326,0.193905817,0.242331288,0.305555555,0.340490797,12,5,79,0.646046352,16512,643396,142,531,4,66,48,22,0.06591337,0.13559322,0.260869565,0.314393939,0.327122153,13,4,126,0.641516092,158,677,8,74,53,20,0.041358936,0.132939438,0.270866141,0.312130177,0.357480314,11,5,172,0.669610491
Brian O'Keefe,1,0.72,0.72,1,1,2023,SEA,SEA,29,0,1,2,1,2,4,0,0,0,0,0.25,0.5,0.333333333,0.5,0.333333333,0,0,1,0.833333333,16680,657247,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Colin Moran,1,0.72,0.72,1,0,2023,SEA,CIN,30,0.3,7,502,0,42,128,5,11,23,0,0.125,0.234375,0.211009174,0.3046875,0.376146788,4,0,23,0.680834288,16909,592567,99,359,10,29,50,1,0.100278551,0.242339832,0.257861635,0.334261838,0.389937106,6,0,82,0.724198944,149,503,13,46,80,0,0.059642147,0.232604373,0.276824034,0.322067594,0.429184549,13,1,129,0.751252143
Colin Moran,1,1,1,0,0,2022,CIN,PIT,29,-0.6,6,460,0,99,359,10,29,50,1,0.100278551,0.242339832,0.257861635,0.334261838,0.389937106,6,0,82,0.724198944,16909,592567,149,503,13,46,80,0,0.059642147,0.232604373,0.276824034,0.322067594,0.429184549,13,1,129,0.751252143,149,503,13,46,80,0,0.059642147,0.232604373,0.276824034,0.322067594,0.429184549,13,1,129,0.751252143
Chad Wallach,1,0.72,0.72,1,1,2024,LAA,LAA,32,-0.8,7,155,1,65,172,7,18,15,0,0.075581395,0.331395348,0.197452229,0.258823529,0.375796178,5,1,31,0.634619707,17161,595453,12,40,1,3,4,0,0.1,0.225,0.142857142,0.23076923,0.257142857,1,0,5,0.487912087,23,66,0,2,6,0,0.045454545,0.484848484,0.2,0.242424242,0.266666666,1,0,12,0.509090908
Chad Wallach,1,0.72,0.72,1,1,2023,LAA,LAA,31,-0.7,6,90,1,12,40,1,3,4,0,0.1,0.225,0.142857142,0.23076923,0.257142857,1,0,5,0.487912087,17161,595453,23,66,0,2,6,0,0.045454545,0.484848484,0.2,0.242424242,0.266666666,1,0,12,0.509090908,19,54,1,4,3,0,0.111111111,0.222222222,0.25,0.333333333,0.375,0,0,12,0.708333333
Kevin Newman,1,0.946237,0.946237,0,0,2024,ARI,CIN,30,1.1,6,505,0,74,253,3,28,28,8,0.067193675,0.134387351,0.253333333,0.310756972,0.364444444,7,1,57,0.675201416,17696,621028,78,309,2,31,24,8,0.051779935,0.155339805,0.274305555,0.315960912,0.371527777,6,2,79,0.687488689,148,554,5,50,39,6,0.048736462,0.07400722,0.226305609,0.26459854,0.309477756,7,1,117,0.574076296
Andrew Benintendi,5,75,15,0,0,2023,CHW,NYY,28,5.6,7,745,0,126,521,5,54,51,8,0.099808061,0.147792706,0.303687635,0.373076923,0.399132321,7,3,140,0.772209244,17901,643217,134,538,17,63,73,8,0.066914498,0.180297397,0.275862068,0.324022346,0.442190669,2,9,136,0.766213015,138,615,13,72,68,10,0.095934959,0.227642276,0.266173752,0.343137254,0.430683918,6,3,144,0.773821172
Paul DeJong,1,1.75,1.75,0,0,2024,CHW,SFG,30,1.3,7,729,0,112,400,14,41,38,4,0.0525,0.3025,0.206989247,0.2575,0.354838709,10,4,77,0.612338709,18015,657557,77,237,6,19,25,3,0.088607594,0.333333333,0.157142857,0.244725738,0.285714285,2,2,33,0.530440023,113,402,19,44,45,4,0.087064676,0.256218905,0.196629213,0.283582089,0.390449438,6,1,70,0.674031527
Harrison Bader,1,10.5,10.5,0,0,2024,NYM,CIN,30,5.4,7,635,0,98,344,7,44,40,20,0.049418604,0.171511627,0.231974921,0.274052478,0.347962382,7,3,74,0.62201486,18030,664056,86,313,5,38,30,17,0.047923322,0.198083067,0.25,0.293929712,0.356164383,4,3,73,0.650094095,103,401,16,45,50,9,0.06733167,0.211970074,0.267029972,0.324189526,0.460490463,4,4,98,0.784679989
Brian Anderson,1,2,2,0,0,2024,SEA,MIL,31,2.2,7,627,0,96,361,9,38,40,1,0.099722991,0.299168975,0.226415094,0.310249307,0.367924528,10,3,72,0.678173835,18289,605119,98,383,8,43,28,1,0.096605744,0.263707571,0.221893491,0.31070496,0.346153846,7,0,75,0.656858806,67,264,7,24,28,5,0.098484848,0.246212121,0.248927038,0.337121212,0.377682403,4,0,58,0.714803615
Brian Anderson,1,3.5,3.5,0,0,2023,MIL,MIA,30,3.5,6,531,0,98,383,8,43,28,1,0.096605744,0.263707571,0.221893491,0.31070496,0.346153846,7,0,75,0.656858806,18289,605119,67,264,7,24,28,5,0.098484848,0.246212121,0.248927038,0.337121212,0.377682403,4,0,58,0.714803615,126,520,20,57,66,5,0.084615384,0.219230769,0.261437908,0.342307692,0.468409586,15,1,120,0.810717278
Dansby Swanson,7,177,25.28571429,0,0,2023,CHC,ATL,29,10.5,7,827,0,162,696,25,99,96,18,0.070402298,0.261494252,0.2765625,0.329022988,0.446875,12,7,177,0.775897988,18314,621020,160,653,27,78,88,9,0.079632465,0.255742725,0.248299319,0.311349693,0.448979591,7,3,146,0.760329284,127,545,17,77,65,10,0.093577981,0.227522935,0.250517598,0.325367647,0.422360248,7,5,121,0.747727895
Jermaine Palacios,1,0.72,0.72,1,0,2023,DET,DET,26,-0.6,1,30,1,30,77,2,8,6,0,0.051948051,0.35064935,0.142857142,0.184210526,0.228571428,2,0,10,0.412781954,18371,650339,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Travis Blankenhorn,1,0.72,0.72,1,0,2024,WSN,WSN,27,-0.4,4,36,1,10,37,1,2,1,0,0.162162162,0.162162162,0.161290322,0.297297297,0.258064516,0,0,5,0.555361813,18395,663905,1,3,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,24,24,1,4,4,0,0.041666666,0.333333333,0.173913043,0.208333333,0.391304347,0,0,4,0.59963768
P.J. Higgins,1,0.72,0.72,1,0,2022,CHC,CHC,29,-0.4,1,9,1,9,25,0,1,0,0,0.08,0.32,0.04347826,0.12,0.04347826,2,0,1,0.16347826,18433,664731,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Brendon Davis,1,0.72,0.72,1,0,2023,DET,DET,25,-0.1,1,3,1,3,11,0,2,0,1,0.09090909,0.272727272,0.2,0.272727272,0.2,0,0,2,0.472727272,18587,663478,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Jared Walsh,1,0.72,0.72,1,0,2024,TEX,LAA,30,1.2,5,364,0,39,116,4,10,11,0,0.094827586,0.387931034,0.125,0.215517241,0.278846153,1,0,13,0.494363394,18607,665120,118,454,15,41,44,2,0.059471365,0.303964757,0.215130023,0.268722466,0.373522458,6,1,91,0.642244924,144,585,29,70,98,2,0.082051282,0.259829059,0.27735849,0.34017094,0.509433962,7,1,147,0.849604902
Yohel Pozo,1,0.72,0.72,0,0,2022,TEX,TEX,25,-0.1,1,21,1,21,77,1,8,9,0,0.038961038,0.129870129,0.283783783,0.311688311,0.378378378,1,0,21,0.690066689,18848,650968,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Yuli Gurriel,1,1.25,1.25,0,0,2023,MIA,HOU,39,3.4,7,801,0,146,584,8,53,53,8,0.051369863,0.125,0.242201834,0.287671232,0.359633027,13,0,132,0.647304259,19198,493329,143,605,15,83,81,1,0.097520661,0.112396694,0.318867924,0.383471074,0.46226415,16,1,169,0.845735224,144,612,31,85,104,5,0.060457516,0.10620915,0.29787234,0.343137254,0.540780141,12,3,168,0.883917395
Lourdes Gurriel Jr.,3,42,14,0,0,2024,ARI,ARI,30,7.8,6,613,1,145,592,24,65,82,5,0.055743243,0.173986486,0.261343012,0.309121621,0.462794918,20,0,144,0.771916539,19238,666971,121,493,5,52,52,3,0.062880324,0.168356997,0.291390728,0.343495934,0.399558498,11,4,132,0.743054432,141,541,21,62,84,1,0.059149722,0.188539741,0.276,0.318518518,0.466,8,3,138,0.784518518
Garrett Hampson,1,2,2,0,0,2024,KCR,MIA,29,0.8,6,517,0,98,252,3,30,23,5,0.091269841,0.265873015,0.276018099,0.34939759,0.380090497,3,0,61,0.729488087,19262,641658,90,226,2,29,15,12,0.092920353,0.278761061,0.211055276,0.286995515,0.306532663,3,2,42,0.593528178,147,494,11,69,33,17,0.066801619,0.238866396,0.233995584,0.289205702,0.379690949,6,7,106,0.668896651
Garrett Hampson,1,0.72,0.72,1,1,2023,MIA,COL,28,-0.3,5,419,0,90,226,2,29,15,12,0.092920353,0.278761061,0.211055276,0.286995515,0.306532663,3,2,42,0.593528178,19262,641658,147,494,11,69,33,17,0.066801619,0.238866396,0.233995584,0.289205702,0.379690949,6,7,106,0.668896651,105,327,8,40,27,15,0.073394495,0.269113149,0.247491638,0.301538461,0.384615384,2,3,74,0.686153845
